Giocatore,Squadra,Squadra entro i parametri stabiliti,Posizione,Età,Valore di mercato (Transfermarkt),Scadenza contratto,Partite disputate,Minuti giocati,Goal,xG,Assist,xA,Paese di nascita,Passaporto,Piede,Altezza,Peso,In prestito,Azione difensive riuscite/90,Duelli difensivi/90,"Duelli difensivi vinti, %",Duelli aerei/90,"Duelli aerei vinti, %",Contrasti/90,Possesso riconquistato dopo tackle scivolato,Tiri intercettati/90,Palle intercettate/90,Possesso riconquistato dopo intercetto,Falli/90,Cartellini gialli,Cartellini gialli/90,Cartellini rossi,Cartellini rossi/90,Azioni offensive riuscite/90,Goal/90,Goal (esclusi rigori),Goal esclusi rigori/90,xG/90,Goal di testa,Goal di testa/90,Tiri,Tiri/90,"Tiri in porta, %","Realizzazione, %",Assist/90,Cross/90,"Precisione cross, %",Cross dalla fascia sinistra/90,"Cross precisi da sinistra, %",Cross dalla fascia destra/90,"Cross precisi da destra, %",Cross verso l'area piccola/90,Dribbling/90,"Dribbling riusciti, %",Duelli offensivi/90,"Duelli offensivi vinti, %",Tocchi in area/90,Allunghi/90,Accelerazioni/90,Passaggi ricevuti/90,Lanci lunghi ricevuti/90,Falli subiti/90,Passaggi/90,"Precisione passaggi, %",Passaggi in avanti/90,"Precisione passaggi in avanti, %",Retropassaggi/90,"Precisione retropassaggi, %",Passaggi laterali/90,"Precisione passaggi laterali, %",Passaggi corti / medi /90,"Precisione passaggi corti / medi, %",Passaggi lunghi/90,"Precisione lanci lunghi, %","Lunghezza media passaggi, m","Lunghezza media passaggi lunghi, m",xA/90,Assist/90.1,Second assist/90,Third assist/90,Passaggi smarcanti/90,"Precisione passaggi smarcanti, %",Passaggi chiave/90,Passaggi nella trequarti/90,"Precisione passaggi verso la trequarti, %",Passaggi verso l'area di rigore/90,"Precisione passaggi verso l'area di rigore, %",Passaggi filtranti/90,"Precisione passaggi filtranti, %",Attacco in profondità/90,Cross dalla trequarti/90,Passaggi progressivi/90,"Precisione passaggi progressivi, %",Retropassaggi ricevuti dal portiere/90 
G. Sibilli,Bari,Bari,"AMF, CF, LCMF",28,1300000,2027-06-30,9,579,0,1.81,2,1.02,Italy,Italy,destro,179,75,no,2.33,3.26,28.57,2.64,58.82,0.0,0.0,0.0,1.4,1.93,1.87,1,0.16,0,0.0,3.89,0.0,0,0.0,0.28,0,0.0,13,2.02,7.69,0.0,0.31,3.58,21.74,2.33,26.67,1.24,12.5,0.93,3.58,78.26,9.48,49.18,3.89,2.18,0.78,23.78,1.09,1.87,31.55,67.0,7.77,46.0,8.55,87.27,10.57,67.65,23.94,78.57,4.2,37.04,19.55,34.43,0.16,1.4,0.0,0.0,0.31,50.0,0.78,4.66,53.33,2.95,36.84,0.62,25.0,0.62,0.78,4.35,60.71,0.0
M. Silvestri,Sampdoria,Sampdoria,GK,33,1000000,2025-06-30,5,496,0,0.0,0,0.0,Italy,Italy,destro,191,87,no,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.78,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,100.0,0.0,0.0,0.0,12.88,0.54,0.18,18.15,93.0,11.98,90.91,0.0,0.0,5.63,96.77,12.88,98.59,5.26,79.31,29.46,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,81.48,0.0
E. Soleri,Spezia,Spezia,CF,27,500000,2027-06-30,13,659,2,2.41,0,0.09,Italy,Italy,destro,194,75,no,2.59,3.14,39.13,13.38,39.8,0.14,0.18,0.41,1.23,1.61,1.91,3,0.41,0,0.0,1.5,0.27,2,0.27,0.33,0,0.0,16,2.19,43.75,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,57.14,6.97,37.25,4.1,0.41,0.0,7.1,2.46,1.64,12.02,70.45,3.0,54.55,3.55,88.46,3.28,62.5,11.47,72.62,0.55,25.0,14.76,7.32,0.01,0.41,0.0,0.0,0.0,0.0,0.27,1.37,60.0,1.09,50.0,0.0,0.0,0.68,0.0,1.5,63.64,0.0
M. Solini,Mantova,Mantova,"LB, LCB",31,200000,2026-06-30,8,327,1,1.11,0,0.0,Italy,Italy,sinistro,186,81,no,11.01,5.5,60.0,3.85,71.43,0.55,0.97,0.83,7.16,12.58,1.93,3,0.83,0,0.0,0.55,0.28,1,0.28,0.31,0,0.0,2,0.55,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,100.0,3.03,45.45,0.55,0.28,0.0,31.65,3.58,0.28,47.34,91.86,20.64,85.33,5.23,100.0,18.17,95.45,42.39,95.45,4.95,61.11,19.04,22.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,62.5,0.83,66.67,0.0,0.0,0.55,0.0,7.71,71.43,2.75
R. Soriano,Salernitana,Salernitana,"RCMF, LCMF",33,1000000,2025-06-30,9,599,0,0.43,0,0.69,Germany,"Germany, Italy",destro,182,76,no,4.36,5.86,41.03,2.1,42.86,0.0,0.0,0.45,1.95,2.95,3.01,2,0.3,0,0.0,0.9,0.0,0,0.0,0.06,0,0.0,5,0.75,20.0,0.0,0.0,0.9,33.33,0.15,0.0,0.75,40.0,0.0,0.45,66.67,3.01,55.0,2.25,1.2,0.0,25.69,1.05,1.8,33.66,88.39,9.32,75.81,8.56,96.49,9.77,89.23,31.1,91.79,1.65,54.55,14.07,19.73,0.1,0.75,0.0,0.0,0.15,100.0,0.3,2.85,94.74,1.35,55.56,0.0,0.0,0.6,0.3,2.85,84.21,0.0
P. Stojanović,Salernitana,Salernitana,RB,29,1300000,2025-06-30,9,732,0,0.06,0,0.18,Slovenia,Slovenia,destro,178,72,si,10.08,8.11,60.61,0.86,28.57,0.86,1.37,0.12,4.3,6.86,1.6,5,0.61,0,0.0,1.35,0.0,0,0.0,0.01,0,0.0,2,0.25,50.0,0.0,0.0,1.6,30.77,0.0,0.0,1.6,30.77,0.0,1.97,37.5,5.78,42.55,0.61,3.32,0.61,44.88,1.97,1.48,53.73,87.41,22.01,79.33,5.29,97.67,18.2,93.24,45.98,92.51,6.15,64.0,19.23,38.7,0.02,0.61,0.0,0.0,0.0,0.0,0.25,8.24,68.66,1.84,40.0,0.61,60.0,0.61,0.37,9.84,82.5,0.86
L. Strizzolo,Cosenza,Cosenza,CF,32,400000,2025-06-30,9,450,1,0.57,1,0.52,Italy,Italy,destro,188,83,si,2.6,2.0,20.0,8.4,28.57,0.2,0.32,0.6,2.0,3.19,1.6,2,0.4,0,0.0,1.4,0.2,1,0.2,0.11,0,0.0,9,1.8,44.44,11.111,0.2,0.2,100.0,0.2,100.0,0.0,0.0,0.0,0.4,100.0,2.0,40.0,3.6,0.2,0.2,8.2,2.2,0.2,12.6,74.6,2.0,70.0,4.4,86.36,3.4,64.71,12.2,73.77,0.2,100.0,12.06,5.28,0.1,1.0,0.0,0.0,0.0,0.0,0.8,0.6,100.0,0.4,50.0,0.0,0.0,1.0,0.0,1.2,66.67,0.0
F. Tait,Südtirol,Südtirol,"RW, RWF, RCMF",31,900000,2025-06-30,9,494,1,0.67,3,0.69,Italy,Italy,destro,186,80,no,6.74,5.47,63.33,7.83,41.86,0.0,0.0,0.18,3.28,4.25,1.64,1,0.18,0,0.0,1.64,0.18,1,0.18,0.12,0,0.0,5,0.91,60.0,20.0,0.55,1.28,42.86,0.0,0.0,1.28,42.86,0.18,0.73,50.0,3.1,47.06,2.37,0.36,0.0,21.5,2.0,1.64,30.06,81.21,8.74,68.75,8.38,97.83,7.11,79.49,27.51,84.11,1.28,57.14,14.45,23.28,0.13,1.28,0.0,0.18,0.18,100.0,0.73,3.64,60.0,1.28,71.43,0.55,33.33,0.55,0.55,3.28,66.67,0.0
E. Tavsan,Cesena,Cesena,"CF, RCMF, LWF",23,1000000,2028-06-30,8,275,2,0.83,0,0.16,Netherlands,"Netherlands, Türkiye",sinistro,183,74,si,5.89,4.58,71.43,1.64,0.0,0.0,0.0,0.0,2.62,4.0,0.98,1,0.33,0,0.0,3.93,0.65,2,0.65,0.27,0,0.0,10,3.27,40.0,20.0,0.0,0.65,50.0,0.0,0.0,0.65,50.0,0.0,4.25,53.85,9.82,30.0,2.95,2.29,0.98,20.62,1.31,1.96,22.25,80.88,7.53,65.22,4.91,86.67,5.56,88.24,19.64,83.33,1.96,66.67,14.92,15.05,0.05,0.33,0.0,0.0,0.0,0.0,0.0,2.29,85.71,1.31,50.0,0.65,100.0,1.31,0.0,2.95,66.67,0.0
A. Tello,Salernitana,Salernitana,"RCMF, LCMF",28,325000,2026-06-30,12,726,1,0.59,0,0.73,Colombia,Colombia,destro,180,80,si,8.43,6.07,42.86,2.6,47.62,1.12,1.79,0.5,4.71,7.55,2.23,5,0.62,0,0.0,1.24,0.12,1,0.12,0.07,0,0.0,11,1.36,18.18,9.091,0.0,1.12,33.33,0.5,50.0,0.62,20.0,0.12,1.86,33.33,6.45,34.62,0.87,0.87,0.0,43.64,0.37,1.49,56.16,86.09,14.26,74.78,10.79,91.95,20.21,90.18,50.7,88.75,4.46,66.67,17.12,22.37,0.09,0.87,0.0,0.0,0.0,0.0,0.25,6.57,81.13,2.6,38.1,0.62,60.0,0.87,0.37,7.44,75.0,0.37
A. Tessiore,Cittadella,Cittadella,"LCMF, RWB, AMF",25,250000,2026-06-30,10,363,0,0.18,0,0.0,Italy,Italy,destro,177,69,no,5.7,6.45,50.0,0.25,0.0,0.25,0.32,0.0,2.23,2.9,1.98,1,0.25,0,0.0,2.23,0.0,0,0.0,0.05,0,0.0,5,1.24,0.0,0.0,0.0,1.98,37.5,0.74,33.33,1.24,40.0,0.25,2.73,54.55,6.45,46.15,0.25,1.98,0.5,13.88,0.5,1.49,23.8,77.08,7.44,66.67,5.45,100.0,6.69,81.48,19.59,86.08,2.23,33.33,18.31,31.59,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.21,64.71,1.98,37.5,0.0,0.0,0.0,0.99,5.21,61.9,0.0
D. Thiam,Juve Stabia,Juve Stabia,GK,26,450000,2028-06-30,13,1283,0,0.0,0,0.0,Senegal,Senegal,destro,202,87,si,1.75,0.14,50.0,0.42,83.33,0.0,0.0,0.0,1.68,2.57,0.0,1,0.07,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,100.0,0.0,0.0,0.07,15.5,0.07,0.14,24.9,81.13,17.26,73.98,0.0,0.0,5.68,96.3,12.91,98.91,11.93,62.35,35.8,50.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,59.02,0.28,0.0,0.07,0.0,0.0,0.0,8.91,81.1,0.0
K. Thorstvedt,Sassuolo,Sassuolo,"AMF, RCMF, LCMF",25,8000000,2027-06-30,12,1109,5,3.86,0,0.98,Norway,Norway,sinistro,189,84,no,6.41,4.87,65.0,4.63,45.61,0.08,0.1,0.24,3.17,3.91,1.06,1,0.08,0,0.0,2.76,0.41,4,0.32,0.31,0,0.0,28,2.27,53.57,17.857,0.0,1.38,5.88,0.49,0.0,0.81,10.0,0.16,2.27,60.71,7.71,46.32,3.25,1.79,0.16,32.06,1.14,1.3,42.04,85.14,11.52,77.46,7.55,94.62,12.58,85.81,37.41,90.67,3.25,55.0,15.42,28.64,0.08,0.89,0.24,0.08,0.32,25.0,0.16,5.44,71.64,2.68,45.45,0.65,50.0,2.27,0.08,5.36,80.3,0.0
Simy,Salernitana,Salernitana,CF,32,500000,2025-06-30,10,698,2,2.39,1,0.39,Nigeria,Nigeria,destro,198,84,no,1.55,1.68,53.85,4.38,26.47,0.0,0.0,0.0,0.64,1.0,1.55,0,0.0,0,0.0,1.16,0.26,1,0.13,0.31,0,0.0,11,1.42,27.27,18.182,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.03,62.5,11.09,17.44,2.84,0.13,0.13,6.96,1.16,0.9,11.73,74.73,2.19,64.71,2.84,81.82,3.35,73.08,11.48,75.28,0.26,50.0,12.92,9.44,0.05,1.29,0.0,0.0,0.26,50.0,0.39,0.52,75.0,0.52,75.0,0.13,100.0,0.9,0.0,0.64,60.0,0.0
J. Toljan,Sassuolo,Sassuolo,RB,30,3500000,2025-06-30,11,941,0,0.02,2,0.68,Germany,"Germany, United States",destro,182,74,no,7.36,6.03,63.49,1.53,50.0,0.38,0.46,0.19,3.16,3.76,0.38,0,0.0,0,0.0,1.63,0.0,0,0.0,0.0,0,0.0,3,0.29,0.0,0.0,0.19,3.44,22.22,0.1,0.0,3.35,22.86,0.19,1.15,75.0,3.35,42.86,1.82,1.53,0.19,35.67,0.96,0.38,45.53,79.62,16.74,74.29,6.98,94.52,12.62,79.55,38.45,88.81,3.83,35.0,17.32,37.82,0.06,1.05,0.1,0.0,0.1,0.0,0.29,6.5,69.12,2.87,33.33,0.19,50.0,0.77,0.77,8.61,71.11,1.15
F. Tongya,Salernitana,Salernitana,"LCMF, LW",22,900000,2027-06-30,7,549,2,0.79,0,0.13,Italy,"Italy, Cameroon",destro,175,71,no,4.92,4.75,51.72,1.48,22.22,0.16,0.23,0.0,2.3,3.28,2.13,0,0.0,0,0.0,2.62,0.33,2,0.33,0.13,0,0.0,10,1.64,60.0,20.0,0.0,0.98,0.0,0.98,0.0,0.0,0.0,0.33,2.13,76.92,8.2,48.0,3.44,1.8,0.49,25.25,0.98,2.13,31.31,85.86,6.07,81.08,8.85,94.44,10.33,85.71,29.67,88.95,0.66,75.0,15.78,6.07,0.02,0.66,0.0,0.0,0.16,0.0,0.16,2.46,86.67,1.48,66.67,0.16,0.0,0.82,0.0,2.79,70.59,0.33
E. Torregrossa,Salernitana,Salernitana,CF,32,500000,2025-06-30,8,333,0,1.79,0,0.11,Italy,"Italy, Venezuela",sinistro,184,87,no,4.05,4.05,53.33,5.41,25.0,0.81,1.27,0.0,1.08,1.69,2.16,3,0.81,0,0.0,1.89,0.0,0,0.0,0.48,0,0.0,9,2.43,33.33,0.0,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.0,2.97,27.27,14.05,36.54,3.24,0.27,0.0,10.81,1.35,2.16,16.49,68.85,2.43,55.56,4.32,75.0,5.41,70.0,15.41,71.93,0.81,33.33,15.03,10.63,0.03,0.54,0.0,0.0,0.27,100.0,0.0,0.54,50.0,1.89,57.14,0.27,100.0,1.08,0.0,1.35,80.0,0.0
I. Touré,Pisa,Pisa,"RWB, RB",26,2000000,2025-06-30,11,873,1,1.52,2,1.29,Germany,"Germany, Guinea",destro,188,76,no,9.59,8.45,62.2,11.34,55.45,0.1,0.12,0.0,4.23,4.92,1.44,2,0.21,0,0.0,2.37,0.1,1,0.1,0.16,1,0.1,9,0.93,33.33,11.111,0.21,2.47,37.5,0.0,0.0,2.47,37.5,0.41,2.27,45.45,7.11,23.19,2.37,0.82,0.52,14.23,1.44,0.41,24.54,70.59,8.45,48.78,5.57,98.15,5.67,72.73,20.41,77.78,1.86,33.33,20.1,28.23,0.13,0.72,0.0,0.0,0.1,100.0,0.41,2.89,50.0,1.86,44.44,0.1,100.0,0.41,0.82,5.05,53.06,0.72
M. Tramoni,Pisa,Pisa,"LWF, LW, AMF",24,1500000,2026-06-30,9,640,5,2.15,2,1.24,France,"France, Italy",destro,175,72,no,5.91,4.22,70.0,1.27,44.44,0.28,0.32,0.0,2.67,3.05,0.56,0,0.0,0,0.0,3.94,0.7,5,0.7,0.3,0,0.0,18,2.53,27.78,27.778,0.28,1.83,38.46,1.69,33.33,0.14,100.0,0.42,3.66,69.23,9.84,35.71,3.23,2.67,0.56,16.17,1.27,0.98,22.78,73.46,7.31,63.46,3.52,88.0,8.58,80.33,19.55,76.98,1.55,72.73,18.1,21.31,0.17,1.41,0.0,0.14,0.42,0.0,0.42,3.52,76.0,2.39,58.82,0.28,50.0,0.84,0.56,5.2,64.86,0.14
S. Trimboli,Mantova,Mantova,"RDMF, RCMF",22,600000,2027-06-30,11,977,0,0.47,0,0.83,Italy,Italy,destro,176,76,no,6.54,5.34,51.72,0.92,10.0,0.0,0.0,0.55,3.78,7.15,1.66,2,0.18,1,0.09,0.92,0.0,0,0.0,0.04,0,0.0,9,0.83,11.11,0.0,0.0,0.46,100.0,0.09,100.0,0.37,100.0,0.09,0.83,44.44,4.42,43.75,0.64,0.46,0.18,39.15,0.83,1.66,50.57,93.62,9.67,83.81,12.9,97.86,20.17,96.35,47.72,94.4,2.4,76.92,17.26,26.32,0.08,1.01,0.0,0.0,0.0,0.0,0.37,3.59,87.18,1.38,80.0,0.09,100.0,0.64,0.46,3.87,78.57,2.95
F. Tsadjout,Frosinone,Frosinone,CF,25,850000,2027-06-30,6,402,0,1.21,0,0.11,Italy,"Italy, Cameroon",sinistro,190,75,si,4.48,2.91,69.23,5.15,39.13,0.45,0.65,0.0,2.01,2.93,0.9,2,0.45,0,0.0,2.24,0.0,0,0.0,0.27,0,0.0,10,2.24,50.0,0.0,0.0,1.12,20.0,0.67,0.0,0.22,0.0,0.0,2.01,44.44,8.96,42.5,4.7,0.22,0.22,9.85,1.34,2.69,18.58,86.75,2.46,72.73,6.04,100.0,5.82,88.46,17.24,90.91,0.22,100.0,15.79,11.17,0.02,0.22,0.0,0.0,0.0,0.0,0.22,1.34,66.67,0.9,50.0,0.0,0.0,0.67,0.22,1.34,100.0,0.22
G. Tutino,Sampdoria,Sampdoria,CF,28,3500000,2026-06-30,12,1107,3,3.54,2,1.07,Italy,Italy,destro,177,76,si,2.6,2.36,65.52,4.8,22.03,0.0,0.0,0.16,1.06,1.4,0.98,1,0.08,0,0.0,3.01,0.24,3,0.24,0.29,0,0.0,31,2.52,35.48,9.677,0.16,1.38,29.41,0.57,28.57,0.73,33.33,0.08,2.68,63.64,9.59,40.68,4.47,1.63,0.49,15.93,2.28,2.11,21.06,73.75,5.61,52.17,5.04,95.16,6.34,74.36,17.97,79.19,1.79,54.55,17.11,30.53,0.09,0.98,0.0,0.0,0.24,0.0,0.33,1.63,70.0,2.11,50.0,0.33,0.0,1.38,0.33,2.11,61.54,0.24
D. Johnsen,Cremonese,Cremonese,"CF, LW, LCMF",26,2700000,2027-06-30,9,483,1,0.87,3,1.85,Norway,Norway,destro,185,75,no,2.24,3.17,64.71,3.17,41.18,0.0,0.0,0.0,0.19,0.32,1.12,1,0.19,0,0.0,4.47,0.19,1,0.19,0.16,0,0.0,9,1.68,22.22,11.111,0.56,3.35,44.44,1.49,50.0,1.86,40.0,0.19,5.22,50.0,10.06,44.44,3.17,2.98,0.37,22.92,2.8,2.42,26.27,71.63,4.66,56.0,7.08,92.11,9.13,75.51,21.06,77.88,2.05,54.55,19.55,26.58,0.35,2.24,0.19,0.19,0.0,0.0,0.75,1.49,62.5,3.17,52.94,0.19,0.0,1.49,1.49,4.1,86.36,0.0
D. Valencia,Salernitana,Salernitana,"LW, LWF",24,1500000,2026-06-30,4,265,1,0.58,0,0.17,Chile,Chile,destro,185,74,no,4.42,4.42,53.85,4.42,53.85,0.34,0.51,0.0,1.7,2.54,1.7,0,0.0,0,0.0,1.02,0.34,1,0.34,0.2,1,0.34,4,1.36,25.0,25.0,0.0,1.02,33.33,0.68,50.0,0.34,0.0,0.0,0.68,50.0,5.43,37.5,2.38,0.68,0.34,15.62,1.02,2.38,21.06,95.16,3.06,100.0,7.47,100.0,5.43,87.5,19.36,98.25,0.68,100.0,15.15,11.41,0.06,0.68,0.0,0.0,0.0,0.0,0.34,0.0,0.0,1.36,75.0,0.0,0.0,1.36,0.34,1.02,100.0,0.0
J. Vandeputte,Cremonese,Cremonese,"LCMF, LW, RW",28,3500000,2025-06-30,12,637,0,0.71,2,1.88,Belgium,Belgium,destro,177,70,si,3.53,3.81,62.96,1.27,55.56,0.0,0.0,0.0,1.13,1.62,1.84,3,0.42,0,0.0,5.09,0.0,0,0.0,0.1,0,0.0,8,1.13,25.0,0.0,0.28,4.8,50.0,3.67,46.15,1.13,62.5,0.85,3.67,65.38,6.36,53.33,2.83,2.83,0.28,33.34,0.57,1.27,43.52,78.25,10.74,69.74,10.17,93.06,14.84,82.86,35.04,85.89,3.96,46.43,18.51,31.96,0.27,2.26,0.0,0.0,0.0,0.0,0.57,4.52,81.25,4.38,64.52,0.28,50.0,0.99,1.98,8.62,77.05,0.0
M. Varnier,Juve Stabia,Juve Stabia,CB,26,250000,2025-06-30,8,684,1,1.8,0,0.0,Italy,Italy,destro,186,82,no,12.11,6.97,81.13,5.92,44.44,0.13,0.2,0.66,6.32,9.8,0.92,1,0.13,0,0.0,0.66,0.13,1,0.13,0.24,0,0.0,7,0.92,42.86,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,100.0,1.97,60.0,1.18,0.39,0.26,31.84,0.13,0.92,53.29,89.14,20.26,79.22,3.42,96.15,26.45,96.52,47.63,92.82,5.66,58.14,19.37,37.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,65.52,0.26,0.0,0.13,100.0,0.0,0.0,8.29,63.49,2.89
A. Vasić,Palermo,Palermo,"RCMF, AMF, LDMF",22,1500000,2028-06-30,5,160,0,0.36,0,0.18,Italy,"Italy, Serbia",destro,188,78,no,7.31,7.31,46.15,5.63,70.0,1.69,3.1,0.0,2.25,4.14,3.38,0,0.0,0,0.0,1.13,0.0,0,0.0,0.2,0,0.0,4,2.25,0.0,0.0,0.0,1.13,50.0,1.13,50.0,0.0,0.0,0.56,1.13,50.0,10.69,31.58,2.81,1.13,1.13,9.56,0.56,1.69,12.94,78.26,3.94,42.86,2.25,100.0,5.06,88.89,9.0,87.5,2.81,60.0,17.2,17.86,0.1,1.13,0.0,0.0,0.0,0.0,0.56,1.13,100.0,1.69,100.0,0.0,0.0,0.56,0.56,1.69,66.67,0.0
T. Velthuis,Salernitana,Salernitana,LCB,22,800000,2028-06-30,4,403,0,0.0,0,0.0,Netherlands,Netherlands,sinistro,190,77,si,7.82,6.7,60.0,5.81,53.85,0.0,0.0,0.45,3.8,5.73,1.79,2,0.45,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,33.33,0.22,0.22,0.0,35.73,0.22,0.22,49.8,92.38,13.18,86.44,2.9,100.0,28.36,96.85,47.57,94.37,2.23,50.0,18.51,32.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,87.5,0.0,0.0,0.0,0.0,0.0,0.0,4.02,38.89,2.46
M. Venturi,Cosenza,Cosenza,"RCB, LCB",25,700000,2025-06-30,9,669,0,0.01,0,0.19,Italy,Italy,destro,193,85,no,11.17,8.74,63.08,3.77,57.14,0.67,1.08,0.67,4.98,7.99,2.29,3,0.4,1,0.13,1.08,0.0,0,0.0,0.0,0,0.0,2,0.27,0.0,0.0,0.0,0.81,66.67,0.0,0.0,0.81,66.67,0.0,0.54,100.0,2.69,50.0,0.54,0.81,0.0,21.66,0.13,0.94,32.56,80.17,16.14,70.83,2.96,100.0,10.09,88.0,26.23,88.72,5.78,44.19,22.77,37.65,0.02,0.27,0.13,0.0,0.13,0.0,0.0,6.05,60.0,1.21,55.56,0.27,0.0,0.13,0.4,8.74,70.77,1.88
L. Venuti,Sampdoria,Sampdoria,"RWB, LCB, LWB",29,1200000,2026-06-30,12,764,2,0.74,0,1.33,Italy,Italy,destro,180,76,no,5.65,6.48,47.27,1.88,37.5,0.12,0.17,0.24,2.47,3.5,1.18,3,0.35,0,0.0,3.42,0.24,2,0.24,0.09,0,0.0,9,1.06,44.44,22.222,0.0,4.01,38.24,1.41,41.67,2.59,36.36,0.24,2.36,60.0,6.13,46.15,1.41,1.41,0.0,20.85,1.41,0.82,32.16,76.19,10.25,70.11,7.19,90.16,10.84,78.26,25.09,83.57,3.06,65.38,22.58,32.33,0.16,1.3,0.24,0.0,0.0,0.0,0.24,4.12,77.14,3.65,45.16,0.0,0.0,0.47,1.3,6.48,85.45,1.06
D. Verde,Salernitana,Salernitana,"RWF, RW, CF",28,1300000,2027-06-30,13,913,2,2.32,1,1.18,Italy,Italy,sinistro,168,63,si,2.46,1.38,28.57,0.3,33.33,0.0,0.0,0.1,2.07,3.3,0.1,1,0.1,0,0.0,4.63,0.2,1,0.1,0.23,0,0.0,27,2.66,37.04,7.407,0.1,4.14,28.57,0.59,16.67,3.55,30.56,0.59,4.34,56.82,8.38,49.41,2.46,2.27,0.3,27.5,1.28,1.28,32.73,82.83,5.91,80.0,7.98,95.06,13.41,77.21,26.91,92.31,2.07,57.14,18.28,33.65,0.12,1.68,0.0,0.0,0.0,0.0,0.49,2.46,80.0,4.04,46.34,0.1,0.0,0.89,0.99,5.13,82.69,0.2
A. Vergara,Reggiana,Reggiana,"RW, RWF, CF",21,300000,2025-06-30,12,885,2,1.96,2,2.45,Italy,Italy,sinistro,182,75,si,9.46,8.64,60.0,1.63,37.5,1.22,1.55,0.0,3.05,3.86,1.73,3,0.31,0,0.0,4.68,0.2,2,0.2,0.2,0,0.0,17,1.73,35.29,11.765,0.2,4.07,35.0,0.92,33.33,3.15,35.48,1.22,6.41,41.27,14.75,33.1,3.86,4.17,1.63,17.9,1.53,1.73,25.22,67.74,8.44,68.67,3.97,87.18,7.12,55.71,19.22,77.78,2.14,33.33,18.05,19.4,0.25,1.63,0.0,0.0,0.31,0.0,0.61,3.05,60.0,4.37,44.19,0.31,0.0,1.42,1.53,5.69,76.79,0.0
V. Verre,Palermo,Palermo,"AMF, LCMF",30,1200000,2027-06-30,7,362,1,0.4,0,0.78,Italy,Italy,ambidestro,181,70,no,6.46,6.96,53.57,2.24,66.67,0.5,0.82,0.0,2.24,3.7,2.24,2,0.5,0,0.0,2.24,0.25,1,0.25,0.1,0,0.0,6,1.49,33.33,16.667,0.0,2.98,50.0,1.99,62.5,0.99,25.0,0.5,1.24,0.0,6.71,37.04,1.24,1.99,0.5,38.29,0.75,2.24,49.23,80.3,18.65,66.67,8.45,97.06,15.91,87.5,40.52,87.12,5.97,45.83,18.81,24.38,0.19,1.99,0.25,0.25,0.5,50.0,0.75,9.94,75.0,5.97,58.33,0.99,50.0,2.49,1.49,9.7,84.62,0.25
M. Verreth,Brescia,Brescia,"DMF, LCMF",26,700000,2026-06-30,13,1168,2,0.91,1,1.59,Belgium,Belgium,sinistro,181,81,no,8.4,5.32,53.62,2.54,66.67,0.31,0.42,0.39,5.24,7.11,1.0,3,0.23,0,0.0,1.08,0.15,2,0.15,0.07,0,0.0,18,1.39,38.89,11.111,0.08,1.31,29.41,0.39,40.0,0.92,25.0,0.15,0.54,28.57,2.7,51.43,0.23,0.46,0.08,24.73,0.23,1.7,36.99,86.04,11.25,72.6,4.01,100.0,18.26,92.41,30.44,91.9,5.24,66.18,22.33,34.7,0.12,1.54,0.08,0.08,0.08,0.0,0.23,7.78,76.24,1.77,47.83,0.69,44.44,0.39,0.31,5.78,82.67,0.69
F. Vicari,Bari,Bari,CB,30,1500000,2027-06-30,12,1164,0,0.37,0,0.09,Italy,Italy,destro,190,80,no,8.04,5.88,71.05,5.64,60.27,0.08,0.11,0.39,3.79,5.63,1.24,2,0.15,0,0.0,0.0,0.0,0,0.0,0.03,0,0.0,4,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,33.33,0.54,0.08,0.0,23.51,0.15,0.46,35.8,90.93,13.69,80.79,1.62,95.24,18.63,97.93,32.16,94.71,3.63,57.45,21.72,28.69,0.01,0.15,0.0,0.0,0.0,0.0,0.08,3.71,75.0,0.23,66.67,0.15,50.0,0.39,0.0,6.26,74.07,1.39
